mjd, bright, cum_bright, dark, cum_dark, twilight, cum_twilight
60705.0, 0.49, 4517.65, 11.09, 5000.73, 0.49, 777.04
60706.0, 0.49, 4518.14, 11.07, 5011.80, 0.49, 777.52
60707.0, 0.49, 4518.63, 11.04, 5022.84, 0.49, 778.01
60708.0, 0.49, 4519.11, 11.02, 5033.86, 0.49, 778.49
60709.0, 0.48, 4519.60, 11.00, 5044.86, 0.48, 778.98
60710.0, 5.32, 4524.92, 6.13, 5050.99, 0.48, 779.46
60711.0, 6.47, 4531.39, 4.96, 5055.95, 0.48, 779.95
60712.0, 7.63, 4539.03, 3.77, 5059.72, 0.48, 780.43
60713.0, 8.76, 4547.79, 2.62, 5062.34, 0.48, 780.91
60714.0, 9.80, 4557.59, 1.55, 5063.89, 0.48, 781.39
60715.0, 10.72, 4568.31, 0.61, 5064.49, 0.48, 781.87
60716.0, 11.30, 4579.61, 0.00, 5064.49, 0.48, 782.36
60717.0, 11.27, 4590.88, 0.00, 5064.49, 0.48, 782.84
60718.0, 11.24, 4602.12, 0.00, 5064.49, 0.48, 783.32
60720.0, 11.19, 4613.31, 0.00, 5064.49, 0.48, 783.80
60721.0, 10.09, 4623.40, 1.07, 5065.56, 0.48, 784.27
60722.0, 9.15, 4632.55, 1.98, 5067.54, 0.48, 784.75
60723.0, 8.21, 4640.76, 2.89, 5070.43, 0.48, 785.23
60724.0, 7.26, 4648.02, 3.81, 5074.24, 0.48, 785.71
60725.0, 6.29, 4654.32, 4.75, 5078.99, 0.48, 786.19
60726.0, 5.29, 4659.61, 5.72, 5084.71, 0.48, 786.66
60727.0, 4.28, 4663.89, 6.70, 5091.41, 0.48, 787.14
60728.0, 0.48, 4664.36, 10.47, 5101.88, 0.48, 787.62
60729.0, 0.48, 4664.84, 10.44, 5112.33, 0.48, 788.09
60730.0, 0.48, 4665.32, 10.41, 5122.74, 0.48, 788.57
60731.0, 0.48, 4665.79, 10.38, 5133.12, 0.48, 789.04
60732.0, 0.48, 4666.27, 10.35, 5143.47, 0.48, 789.52
60733.0, 0.48, 4666.75, 10.32, 5153.79, 0.48, 790.00
60734.0, 0.48, 4667.22, 10.29, 5164.08, 0.48, 790.47
60735.0, 0.48, 4667.70, 10.26, 5174.34, 0.48, 790.95
60736.0, 0.48, 4668.17, 10.22, 5184.56, 0.48, 791.42
60737.0, 0.48, 4668.65, 10.19, 5194.75, 0.48, 791.90
60738.0, 0.48, 4669.12, 10.16, 5204.91, 0.48, 792.37
60739.0, 0.48, 4669.60, 10.13, 5215.04, 0.48, 792.85
60740.0, 6.28, 4675.88, 4.29, 5219.33, 0.48, 793.33
60741.0, 7.36, 4683.24, 3.18, 5222.50, 0.48, 793.80
60742.0, 8.31, 4691.55, 2.19, 5224.69, 0.48, 794.28
60743.0, 9.11, 4700.66, 1.36, 5226.05, 0.48, 794.76
60744.0, 9.78, 4710.44, 0.66, 5226.71, 0.48, 795.23
60745.0, 10.40, 4720.84, 0.00, 5226.71, 0.48, 795.71
60746.0, 10.37, 4731.21, 0.00, 5226.71, 0.48, 796.19
60747.0, 10.33, 4741.54, 0.00, 5226.71, 0.48, 796.67
60749.0, 10.27, 4751.81, 0.00, 5226.71, 0.48, 797.14
60750.0, 10.23, 4762.04, 0.00, 5226.71, 0.48, 797.62
60751.0, 8.88, 4770.92, 1.32, 5228.02, 0.48, 798.10
60752.0, 7.91, 4778.83, 2.25, 5230.27, 0.48, 798.58
60753.0, 6.92, 4785.75, 3.21, 5233.48, 0.48, 799.06
60754.0, 5.91, 4791.66, 4.18, 5237.66, 0.48, 799.55
60755.0, 5.55, 4797.21, 5.14, 5242.81, 1.12, 800.67
60756.0, 4.59, 4801.80, 6.07, 5248.88, 1.12, 801.79
60757.0, 3.71, 4805.51, 6.92, 5255.79, 1.12, 802.91
60758.0, 1.13, 4806.64, 9.47, 5265.26, 1.13, 804.04
60759.0, 1.13, 4807.76, 9.43, 5274.69, 1.13, 805.17
60760.0, 1.13, 4808.89, 9.39, 5284.08, 1.13, 806.29
60761.0, 1.13, 4810.02, 9.36, 5293.44, 1.13, 807.42
60762.0, 1.13, 4811.16, 9.32, 5302.76, 1.13, 808.56
60763.0, 1.13, 4812.29, 9.28, 5312.05, 1.13, 809.69
60764.0, 1.14, 4813.43, 9.25, 5321.29, 1.14, 810.83
60765.0, 1.14, 4814.57, 9.21, 5330.50, 1.14, 811.97
60766.0, 1.14, 4815.71, 9.17, 5339.68, 1.14, 813.11
60767.0, 1.14, 4816.85, 9.14, 5348.81, 1.14, 814.25
60768.0, 1.15, 4818.00, 9.10, 5357.91, 1.15, 815.40
60769.0, 6.54, 4824.53, 3.67, 5361.58, 1.15, 816.54
60770.0, 7.40, 4831.94, 2.77, 5364.35, 1.15, 817.70
60771.0, 8.11, 4840.05, 2.03, 5366.38, 1.15, 818.85
60772.0, 8.70, 4848.75, 1.41, 5367.79, 1.16, 820.00
60773.0, 9.19, 4857.94, 0.88, 5368.66, 1.16, 821.16
60774.0, 10.04, 4867.98, 0.00, 5368.66, 1.16, 822.33
60775.0, 10.00, 4877.98, 0.00, 5368.66, 1.16, 823.49
60776.0, 9.97, 4887.94, 0.00, 5368.66, 1.17, 824.66
60777.0, 9.93, 4897.88, 0.00, 5368.66, 1.17, 825.83
60779.0, 9.86, 4907.74, 0.00, 5368.66, 1.18, 827.01
60780.0, 9.12, 4916.85, 0.71, 5369.38, 1.18, 828.19
60781.0, 8.11, 4924.97, 1.68, 5371.05, 1.18, 829.37
60782.0, 7.12, 4932.09, 2.64, 5373.70, 1.19, 830.56
60783.0, 6.15, 4938.24, 3.57, 5377.27, 1.19, 831.75
60784.0, 5.26, 4943.50, 4.43, 5381.70, 1.19, 832.94
60785.0, 4.45, 4947.95, 5.20, 5386.91, 1.20, 834.14
60786.0, 3.74, 4951.70, 5.88, 5392.79, 1.20, 835.34
60787.0, 3.12, 4954.82, 6.47, 5399.26, 1.21, 836.55
60788.0, 1.21, 4956.03, 8.35, 5407.61, 1.21, 837.76
60789.0, 1.21, 4957.24, 8.31, 5415.92, 1.21, 838.98
60790.0, 1.22, 4958.46, 8.27, 5424.19, 1.22, 840.19
60791.0, 1.22, 4959.68, 8.24, 5432.43, 1.22, 841.42
60792.0, 1.23, 4960.91, 8.20, 5440.63, 1.23, 842.64
60793.0, 1.23, 4962.14, 8.16, 5448.80, 1.23, 843.87
60794.0, 1.23, 4963.37, 8.13, 5456.92, 1.23, 845.11
60795.0, 1.24, 4964.61, 8.09, 5465.01, 1.24, 846.35
60796.0, 1.24, 4965.85, 8.06, 5473.07, 1.24, 847.59
60797.0, 1.25, 4967.10, 8.02, 5481.09, 1.25, 848.84
60798.0, 5.75, 4972.85, 3.49, 5484.57, 1.25, 850.09
60799.0, 6.39, 4979.25, 2.81, 5487.39, 1.26, 851.35
60800.0, 6.92, 4986.17, 2.25, 5489.64, 1.26, 852.61
60801.0, 7.38, 4993.55, 1.77, 5491.40, 1.27, 853.87
60802.0, 7.79, 5001.34, 1.33, 5492.73, 1.27, 855.14
60803.0, 8.17, 5009.51, 0.91, 5493.64, 1.27, 856.42
60804.0, 8.56, 5018.07, 0.50, 5494.14, 1.28, 857.70
60805.0, 9.03, 5027.10, 0.00, 5494.14, 1.28, 858.98
60806.0, 9.00, 5036.10, 0.00, 5494.14, 1.29, 860.27
60807.0, 8.97, 5045.07, 0.00, 5494.14, 1.29, 861.56
60808.0, 8.94, 5054.01, 0.00, 5494.14, 1.30, 862.86
60810.0, 7.83, 5061.84, 1.06, 5495.19, 1.31, 864.16
60811.0, 6.92, 5068.77, 1.94, 5497.13, 1.31, 865.47
60812.0, 6.10, 5074.87, 2.73, 5499.87, 1.32, 866.79
60813.0, 5.38, 5080.26, 3.43, 5503.29, 1.32, 868.11
60814.0, 4.75, 5085.01, 4.03, 5507.33, 1.32, 869.43
60815.0, 4.19, 5089.20, 4.57, 5511.89, 1.33, 870.76
60816.0, 3.68, 5092.89, 5.06, 5516.95, 1.33, 872.09
60817.0, 1.34, 5094.22, 7.38, 5524.33, 1.34, 873.43
60818.0, 1.34, 5095.56, 7.35, 5531.69, 1.34, 874.77
60819.0, 1.35, 5096.91, 7.33, 5539.01, 1.35, 876.12
60820.0, 1.35, 5098.26, 7.30, 5546.31, 1.35, 877.46
60821.0, 1.35, 5099.61, 7.28, 5553.59, 1.35, 878.82
60822.0, 1.36, 5100.97, 7.25, 5560.84, 1.36, 880.17
60823.0, 1.36, 5102.33, 7.23, 5568.07, 1.36, 881.54
60824.0, 1.36, 5103.69, 7.21, 5575.28, 1.36, 882.90
60825.0, 1.37, 5105.06, 7.19, 5582.46, 1.37, 884.27
60826.0, 1.37, 5106.43, 7.16, 5589.63, 1.37, 885.64
60827.0, 1.37, 5107.81, 7.14, 5596.77, 1.37, 887.01
60828.0, 5.11, 5112.92, 3.39, 5600.17, 1.38, 888.39
60829.0, 5.55, 5118.46, 2.94, 5603.11, 1.38, 889.77
60830.0, 5.95, 5124.41, 2.53, 5605.64, 1.38, 891.16
60831.0, 6.34, 5130.75, 2.12, 5607.76, 1.39, 892.54
60832.0, 6.74, 5137.49, 1.71, 5609.47, 1.39, 893.93
60833.0, 7.17, 5144.66, 1.26, 5610.73, 1.39, 895.33
60834.0, 7.66, 5152.32, 0.76, 5611.49, 1.39, 896.72
60835.0, 8.41, 5160.74, 0.00, 5611.49, 1.40, 898.12
60836.0, 8.40, 5169.14, 0.00, 5611.49, 1.40, 899.51
60838.0, 8.39, 5177.53, 0.00, 5611.49, 1.40, 900.92
60839.0, 8.38, 5185.91, 0.00, 5611.49, 1.40, 902.32
60840.0, 7.28, 5193.19, 1.09, 5612.58, 1.41, 903.73
60841.0, 6.64, 5199.83, 1.73, 5614.31, 1.41, 905.13
60842.0, 6.07, 5205.90, 2.29, 5616.60, 1.41, 906.54
60843.0, 5.57, 5211.47, 2.79, 5619.39, 1.41, 907.95
60844.0, 5.09, 5216.56, 3.27, 5622.66, 1.41, 909.36
60845.0, 4.62, 5221.18, 3.74, 5626.39, 1.41, 910.77
60846.0, 1.41, 5222.59, 6.94, 5633.34, 1.41, 912.17
60847.0, 1.41, 5224.00, 6.94, 5640.28, 1.41, 913.58
60848.0, 1.41, 5225.41, 6.94, 5647.23, 1.41, 914.99
60849.0, 1.41, 5226.81, 6.95, 5654.17, 1.41, 916.40
60850.0, 1.41, 5228.22, 6.95, 5661.12, 1.41, 917.81
60851.0, 1.41, 5229.63, 6.95, 5668.07, 1.41, 919.22
60852.0, 1.41, 5231.04, 6.96, 5675.03, 1.41, 920.63
60853.0, 1.41, 5232.44, 6.96, 5682.00, 1.41, 922.03
60854.0, 1.40, 5233.85, 6.97, 5688.97, 1.40, 923.44
60855.0, 1.40, 5235.25, 6.98, 5695.95, 1.40, 924.84
60856.0, 1.40, 5236.65, 6.99, 5702.93, 1.40, 926.24
60857.0, 1.40, 5238.05, 7.00, 5709.93, 1.40, 927.64
60858.0, 4.26, 5242.31, 4.15, 5714.08, 1.40, 929.04
60859.0, 4.67, 5246.97, 3.75, 5717.83, 1.40, 930.43
60860.0, 5.10, 5252.07, 3.33, 5721.17, 1.39, 931.83
60861.0, 5.57, 5257.64, 2.87, 5724.03, 1.39, 933.22
60862.0, 6.12, 5263.76, 2.34, 5726.37, 1.39, 934.61
60863.0, 6.75, 5270.51, 1.71, 5728.08, 1.39, 935.99
60906.0, 1.21, 5271.72, 8.35, 5736.42, 1.21, 937.20
60907.0, 1.21, 5272.93, 8.38, 5744.81, 1.21, 938.41
60908.0, 1.20, 5274.13, 8.42, 5753.23, 1.20, 939.61
60909.0, 1.20, 5275.33, 8.46, 5761.68, 1.20, 940.81
60910.0, 1.20, 5276.52, 8.49, 5770.18, 1.20, 942.01
60911.0, 1.19, 5277.72, 8.53, 5778.71, 1.19, 943.20
60912.0, 1.19, 5278.90, 8.57, 5787.27, 1.19, 944.39
60913.0, 1.18, 5280.09, 8.60, 5795.88, 1.18, 945.57
60914.0, 1.18, 5281.27, 8.64, 5804.52, 1.18, 946.75
60915.0, 1.18, 5282.45, 8.68, 5813.20, 1.18, 947.93
60916.0, 1.17, 5283.62, 8.72, 5821.91, 1.17, 949.10
60917.0, 3.31, 5286.93, 6.61, 5828.53, 1.17, 950.28
60918.0, 3.98, 5290.91, 5.98, 5834.51, 1.17, 951.44
60919.0, 4.76, 5295.67, 5.23, 5839.74, 1.17, 952.61
60920.0, 5.66, 5301.33, 4.37, 5844.11, 1.16, 953.77
60921.0, 6.67, 5308.00, 3.39, 5847.50, 1.16, 954.93
60922.0, 7.75, 5315.75, 2.34, 5849.84, 1.16, 956.09
60923.0, 8.88, 5324.63, 1.25, 5851.09, 1.15, 957.24
60924.0, 10.16, 5334.80, 0.00, 5851.09, 1.15, 958.39
60926.0, 10.23, 5345.03, 0.00, 5851.09, 1.15, 959.54
60927.0, 10.27, 5355.29, 0.00, 5851.09, 1.14, 960.68
60928.0, 10.30, 5365.60, 0.00, 5851.09, 1.14, 961.83
60929.0, 9.74, 5375.33, 0.60, 5851.69, 1.14, 962.96
60930.0, 9.10, 5384.43, 1.27, 5852.96, 1.14, 964.10
60931.0, 8.35, 5392.78, 2.05, 5855.01, 1.14, 965.24
60932.0, 7.47, 5400.26, 2.96, 5857.98, 1.13, 966.37
60933.0, 6.47, 5406.73, 4.00, 5861.98, 1.13, 967.50
60934.0, 1.13, 5407.86, 9.38, 5871.36, 1.13, 968.63
60935.0, 1.13, 5408.98, 9.41, 5880.77, 1.13, 969.76
60936.0, 1.13, 5410.11, 9.45, 5890.22, 1.13, 970.89
60937.0, 1.12, 5411.23, 9.48, 5899.70, 1.12, 972.01
60938.0, 1.12, 5412.36, 9.52, 5909.22, 1.12, 973.13
60939.0, 1.12, 5413.48, 9.56, 5918.78, 1.12, 974.26
60940.0, 0.48, 5413.96, 9.59, 5928.37, 0.48, 974.74
60941.0, 0.48, 5414.44, 9.63, 5937.99, 0.48, 975.22
60942.0, 0.48, 5414.92, 9.66, 5947.65, 0.48, 975.70
60943.0, 0.48, 5415.40, 9.70, 5957.35, 0.48, 976.18
60944.0, 0.48, 5415.88, 9.73, 5967.08, 0.48, 976.66
60945.0, 0.48, 5416.36, 9.76, 5976.84, 0.48, 977.14
60946.0, 0.48, 5416.84, 9.80, 5986.64, 0.48, 977.62
60947.0, 3.44, 5420.28, 6.87, 5993.51, 0.48, 978.09
60948.0, 4.39, 5424.68, 5.95, 5999.46, 0.48, 978.57
60949.0, 5.43, 5430.10, 4.95, 6004.41, 0.48, 979.05
60950.0, 6.51, 5436.61, 3.90, 6008.31, 0.48, 979.53
60951.0, 7.63, 5444.24, 2.82, 6011.13, 0.48, 980.00
60952.0, 8.76, 5453.00, 1.72, 6012.85, 0.48, 980.48
60953.0, 9.90, 5462.89, 0.61, 6013.47, 0.48, 980.96
60954.0, 10.54, 5473.44, 0.00, 6013.47, 0.48, 981.43
60955.0, 10.58, 5484.01, 0.00, 6013.47, 0.48, 981.91
60957.0, 10.64, 5494.65, 0.00, 6013.47, 0.48, 982.38
60958.0, 10.11, 5504.77, 0.56, 6014.02, 0.48, 982.86
60959.0, 9.25, 5514.02, 1.45, 6015.47, 0.48, 983.33
60960.0, 8.26, 5522.28, 2.47, 6017.95, 0.48, 983.81
60961.0, 7.17, 5529.46, 3.59, 6021.54, 0.48, 984.29
60962.0, 6.05, 5535.51, 4.74, 6026.29, 0.48, 984.76
60963.0, 0.48, 5535.99, 10.35, 6036.64, 0.48, 985.24
60964.0, 0.48, 5536.46, 10.38, 6047.03, 0.48, 985.71
60965.0, 0.48, 5536.94, 10.42, 6057.44, 0.48, 986.19
60966.0, 0.48, 5537.42, 10.45, 6067.89, 0.48, 986.67
60967.0, 0.48, 5537.89, 10.48, 6078.36, 0.48, 987.14
60968.0, 0.48, 5538.37, 10.51, 6088.87, 0.48, 987.62
60969.0, 0.48, 5538.85, 10.53, 6099.40, 0.48, 988.10
60970.0, 0.48, 5539.32, 10.56, 6109.97, 0.48, 988.57
60971.0, 0.48, 5539.80, 10.59, 6120.56, 0.48, 989.05
60972.0, 0.48, 5540.28, 10.62, 6131.18, 0.48, 989.53
60973.0, 0.48, 5540.76, 10.65, 6141.83, 0.48, 990.01
60974.0, 0.48, 5541.24, 10.68, 6152.51, 0.48, 990.49
60975.0, 0.48, 5541.72, 10.71, 6163.22, 0.48, 990.97
60976.0, 0.48, 5542.20, 10.73, 6173.95, 0.48, 991.45
60977.0, 4.79, 5546.98, 6.45, 6180.40, 0.48, 991.93
60978.0, 5.85, 5552.84, 5.42, 6185.82, 0.48, 992.41
60979.0, 6.93, 5559.77, 4.36, 6190.18, 0.48, 992.89
60980.0, 8.02, 5567.79, 3.30, 6193.48, 0.48, 993.37
60981.0, 9.14, 5576.93, 2.21, 6195.70, 0.48, 993.85
60982.0, 10.29, 5587.22, 1.08, 6196.78, 0.48, 994.33
60983.0, 11.40, 5598.62, 0.00, 6196.78, 0.48, 994.82
60984.0, 11.43, 5610.04, 0.00, 6196.78, 0.48, 995.30
60986.0, 11.48, 5621.52, 0.00, 6196.78, 0.48, 995.78
60987.0, 10.86, 5632.38, 0.64, 6197.42, 0.49, 996.27
60988.0, 9.76, 5642.14, 1.76, 6199.19, 0.49, 996.75
60989.0, 8.61, 5650.74, 2.94, 6202.13, 0.49, 997.24
60990.0, 7.47, 5658.21, 4.10, 6206.23, 0.49, 997.73
60991.0, 6.38, 5664.59, 5.21, 6211.45, 0.49, 998.22
60992.0, 5.36, 5669.96, 6.25, 6217.70, 0.49, 998.70
60993.0, 0.49, 5670.45, 11.15, 6228.85, 0.49, 999.19
60994.0, 0.49, 5670.94, 11.17, 6240.02, 0.49, 999.68
60995.0, 0.49, 5671.43, 11.19, 6251.21, 0.49, 1000.17
60996.0, 0.49, 5671.92, 11.21, 6262.42, 0.49, 1000.66
60997.0, 0.49, 5672.41, 11.23, 6273.65, 0.49, 1001.15
60998.0, 0.49, 5672.90, 11.25, 6284.90, 0.49, 1001.65
60999.0, 0.49, 5673.39, 11.27, 6296.17, 0.49, 1002.14
61000.0, 0.49, 5673.89, 11.29, 6307.46, 0.49, 1002.63
61001.0, 0.49, 5674.38, 11.30, 6318.76, 0.49, 1003.13
61002.0, 0.49, 5674.87, 11.32, 6330.09, 0.49, 1003.62
61003.0, 0.50, 5675.37, 11.34, 6341.43, 0.50, 1004.12
61004.0, 0.50, 5675.86, 11.36, 6352.78, 0.50, 1004.61
61005.0, 0.50, 5676.36, 11.37, 6364.15, 0.50, 1005.11
61006.0, 4.98, 5681.34, 6.91, 6371.06, 0.50, 1005.61
61007.0, 6.01, 5687.35, 5.88, 6376.94, 0.50, 1006.10
61008.0, 7.06, 5694.41, 4.85, 6381.79, 0.50, 1006.60
61009.0, 8.14, 5702.55, 3.79, 6385.58, 0.50, 1007.10
61010.0, 9.27, 5711.82, 2.67, 6388.25, 0.50, 1007.60
61011.0, 10.46, 5722.28, 1.49, 6389.74, 0.50, 1008.10
61012.0, 11.97, 5734.25, 0.00, 6389.74, 0.50, 1008.60
61013.0, 11.98, 5746.23, 0.00, 6389.74, 0.50, 1009.10
61015.0, 12.00, 5758.22, 0.00, 6389.74, 0.50, 1009.60
61016.0, 11.34, 5769.57, 0.67, 6390.41, 0.50, 1010.10
61017.0, 10.14, 5779.71, 1.87, 6392.28, 0.50, 1010.60
61018.0, 8.99, 5788.70, 3.04, 6395.32, 0.50, 1011.11
61019.0, 7.90, 5796.60, 4.13, 6399.45, 0.50, 1011.61
61020.0, 6.89, 5803.49, 5.15, 6404.61, 0.50, 1012.11
61021.0, 5.93, 5809.42, 6.12, 6410.73, 0.50, 1012.61
61022.0, 0.50, 5809.92, 11.55, 6422.28, 0.50, 1013.12
61023.0, 0.50, 5810.42, 11.56, 6433.83, 0.50, 1013.62
61024.0, 0.50, 5810.93, 11.56, 6445.39, 0.50, 1014.13
61025.0, 0.50, 5811.43, 11.56, 6456.96, 0.50, 1014.63
61026.0, 0.50, 5811.94, 11.57, 6468.52, 0.50, 1015.13
61027.0, 0.50, 5812.44, 11.57, 6480.09, 0.50, 1015.64
61028.0, 0.50, 5812.95, 11.57, 6491.67, 0.50, 1016.14
61029.0, 0.50, 5813.45, 11.57, 6503.24, 0.50, 1016.65
61030.0, 0.50, 5813.96, 11.57, 6514.81, 0.50, 1017.15
61031.0, 0.50, 5814.46, 11.57, 6526.38, 0.50, 1017.66
61032.0, 0.50, 5814.96, 11.57, 6537.96, 0.50, 1018.16
61033.0, 0.50, 5815.47, 11.57, 6549.53, 0.50, 1018.67
61034.0, 0.50, 5815.97, 11.57, 6561.10, 0.50, 1019.17
61035.0, 0.50, 5816.48, 11.57, 6572.66, 0.50, 1019.67
61036.0, 5.83, 5822.30, 6.24, 6578.90, 0.50, 1020.18
61037.0, 6.88, 5829.18, 5.18, 6584.09, 0.50, 1020.68
61038.0, 7.99, 5837.17, 4.07, 6588.16, 0.50, 1021.19
61039.0, 9.16, 5846.33, 2.89, 6591.05, 0.50, 1021.69
61040.0, 10.39, 5856.72, 1.66, 6592.71, 0.50, 1022.19
61041.0, 11.61, 5868.33, 0.43, 6593.14, 0.50, 1022.70
61042.0, 12.03, 5880.36, 0.00, 6593.14, 0.50, 1023.20
61043.0, 12.02, 5892.39, 0.00, 6593.14, 0.50, 1023.70
61045.0, 11.59, 5903.97, 0.42, 6593.55, 0.50, 1024.20
61046.0, 10.42, 5914.40, 1.57, 6595.12, 0.50, 1024.70
61047.0, 9.33, 5923.73, 2.65, 6597.78, 0.50, 1025.20
61048.0, 8.31, 5932.04, 3.66, 6601.44, 0.50, 1025.70
61049.0, 7.33, 5939.37, 4.63, 6606.07, 0.50, 1026.20
61050.0, 6.37, 5945.74, 5.57, 6611.65, 0.50, 1026.70
61051.0, 5.42, 5951.17, 6.51, 6618.16, 0.50, 1027.20
61052.0, 0.50, 5951.66, 11.42, 6629.58, 0.50, 1027.70
61053.0, 0.50, 5952.16, 11.41, 6640.99, 0.50, 1028.20
61054.0, 0.50, 5952.66, 11.40, 6652.39, 0.50, 1028.70
61055.0, 0.50, 5953.16, 11.38, 6663.77, 0.50, 1029.19
61056.0, 0.50, 5953.65, 11.36, 6675.13, 0.50, 1029.69
