mjd, bright, cum_bright, dark, cum_dark, twilight, cum_twilight
61057.0, 0.50, 5954.15, 11.35, 6686.48, 0.50, 1030.18
61058.0, 0.49, 5954.64, 11.33, 6697.81, 0.49, 1030.68
61059.0, 0.49, 5955.14, 11.31, 6709.13, 0.49, 1031.17
61060.0, 0.49, 5955.63, 11.30, 6720.42, 0.49, 1031.67
61061.0, 0.49, 5956.12, 11.28, 6731.70, 0.49, 1032.16
61062.0, 0.49, 5956.61, 11.26, 6742.96, 0.49, 1032.65
61063.0, 0.49, 5957.11, 11.24, 6754.20, 0.49, 1033.14
61064.0, 0.49, 5957.60, 11.22, 6765.43, 0.49, 1033.63
61065.0, 5.48, 5963.08, 6.21, 6771.64, 0.49, 1034.13
61066.0, 6.60, 5969.67, 5.08, 6776.72, 0.49, 1034.62
61067.0, 7.76, 5977.43, 3.89, 6780.60, 0.49, 1035.10
61068.0, 8.95, 5986.38, 2.68, 6783.28, 0.49, 1035.59
61069.0, 10.09, 5996.47, 1.52, 6784.80, 0.49, 1036.08
61070.0, 11.12, 6007.58, 0.47, 6785.27, 0.49, 1036.57
61071.0, 11.56, 6019.14, 0.00, 6785.27, 0.49, 1037.05
61073.0, 11.51, 6030.65, 0.00, 6785.27, 0.49, 1037.54
61074.0, 11.49, 6042.14, 0.00, 6785.27, 0.48, 1038.03
61075.0, 10.47, 6052.61, 1.00, 6786.27, 0.48, 1038.51
61076.0, 9.43, 6062.04, 2.00, 6788.27, 0.48, 1038.99
61077.0, 8.43, 6070.47, 2.98, 6791.25, 0.48, 1039.48
61078.0, 7.45, 6077.92, 3.94, 6795.19, 0.48, 1039.96
61079.0, 6.46, 6084.38, 4.90, 6800.09, 0.48, 1040.44
61080.0, 5.47, 6089.85, 5.86, 6805.95, 0.48, 1040.92
61081.0, 4.48, 6094.33, 6.82, 6812.77, 0.48, 1041.40
61082.0, 0.48, 6094.81, 10.80, 6823.56, 0.48, 1041.88
61083.0, 0.48, 6095.29, 10.77, 6834.33, 0.48, 1042.36
61084.0, 0.48, 6095.77, 10.74, 6845.08, 0.48, 1042.84
61085.0, 0.48, 6096.25, 10.71, 6855.79, 0.48, 1043.32
61086.0, 0.48, 6096.73, 10.69, 6866.48, 0.48, 1043.80
61087.0, 0.48, 6097.21, 10.66, 6877.14, 0.48, 1044.28
61088.0, 0.48, 6097.69, 10.63, 6887.77, 0.48, 1044.76
61089.0, 0.48, 6098.17, 10.60, 6898.37, 0.48, 1045.24
61090.0, 0.48, 6098.64, 10.57, 6908.94, 0.48, 1045.71
61091.0, 0.48, 6099.12, 10.54, 6919.48, 0.48, 1046.19
61092.0, 0.48, 6099.60, 10.51, 6929.99, 0.48, 1046.67
61093.0, 0.48, 6100.07, 10.48, 6940.47, 0.48, 1047.14
61094.0, 0.48, 6100.55, 10.45, 6950.92, 0.48, 1047.62
61095.0, 6.41, 6106.96, 4.48, 6955.41, 0.48, 1048.10
61096.0, 7.55, 6114.52, 3.31, 6958.72, 0.48, 1048.57
61097.0, 8.60, 6123.12, 2.24, 6960.96, 0.48, 1049.05
61098.0, 9.50, 6132.61, 1.30, 6962.26, 0.48, 1049.53
61099.0, 10.25, 6142.87, 0.52, 6962.78, 0.48, 1050.00
61100.0, 10.74, 6153.60, 0.00, 6962.78, 0.48, 1050.48
61101.0, 10.71, 6164.31, 0.00, 6962.78, 0.48, 1050.95
61102.0, 10.67, 6174.99, 0.00, 6962.78, 0.48, 1051.43
61104.0, 10.61, 6185.60, 0.00, 6962.78, 0.48, 1051.90
61105.0, 9.23, 6194.83, 1.35, 6964.13, 0.48, 1052.38
61106.0, 8.23, 6203.05, 2.32, 6966.44, 0.48, 1052.86
61107.0, 7.22, 6210.27, 3.29, 6969.74, 0.48, 1053.33
61108.0, 6.21, 6216.48, 4.27, 6974.00, 0.48, 1053.81
61109.0, 5.22, 6221.70, 5.22, 6979.23, 0.48, 1054.29
61110.0, 4.27, 6225.97, 6.14, 6985.37, 0.48, 1054.76
61111.0, 3.38, 6229.35, 7.00, 6992.37, 0.48, 1055.24
61112.0, 0.48, 6229.83, 9.86, 7002.23, 0.48, 1055.72
61113.0, 0.48, 6230.31, 9.83, 7012.06, 0.48, 1056.20
61114.0, 0.48, 6230.78, 9.79, 7021.85, 0.48, 1056.67
61115.0, 0.48, 6231.26, 9.76, 7031.61, 0.48, 1057.15
61116.0, 0.48, 6231.74, 9.72, 7041.34, 0.48, 1057.63
61117.0, 0.48, 6232.22, 9.69, 7051.03, 0.48, 1058.11
61118.0, 0.48, 6232.70, 9.65, 7060.68, 0.48, 1058.59
61119.0, 0.48, 6233.19, 9.62, 7070.30, 0.48, 1059.08
61120.0, 1.12, 6234.31, 9.58, 7079.88, 1.12, 1060.20
61121.0, 1.12, 6235.43, 9.55, 7089.43, 1.12, 1061.32
61122.0, 1.12, 6236.55, 9.51, 7098.94, 1.12, 1062.44
61123.0, 1.13, 6237.68, 9.48, 7108.42, 1.13, 1063.57
61124.0, 6.81, 6244.49, 3.76, 7112.18, 1.13, 1064.69
61125.0, 7.75, 6252.24, 2.78, 7114.95, 1.13, 1065.82
61126.0, 8.54, 6260.78, 1.96, 7116.91, 1.13, 1066.95
61127.0, 9.19, 6269.97, 1.27, 7118.18, 1.13, 1068.08
61128.0, 9.74, 6279.71, 0.69, 7118.87, 1.13, 1069.22
61129.0, 10.39, 6290.10, 0.00, 7118.87, 1.14, 1070.35
61130.0, 10.36, 6300.45, 0.00, 7118.87, 1.14, 1071.49
61131.0, 10.32, 6310.78, 0.00, 7118.87, 1.14, 1072.63
61133.0, 10.25, 6321.03, 0.00, 7118.87, 1.14, 1073.78
61134.0, 9.48, 6330.51, 0.73, 7119.60, 1.15, 1074.93
61135.0, 8.47, 6338.99, 1.71, 7121.31, 1.15, 1076.08
61136.0, 7.47, 6346.45, 2.68, 7123.99, 1.15, 1077.23
61137.0, 6.50, 6352.95, 3.62, 7127.61, 1.16, 1078.38
61138.0, 5.58, 6358.53, 4.49, 7132.11, 1.16, 1079.54
61139.0, 4.76, 6363.29, 5.29, 7137.39, 1.16, 1080.70
61140.0, 4.02, 6367.31, 5.99, 7143.38, 1.16, 1081.87
61141.0, 3.37, 6370.68, 6.60, 7149.99, 1.17, 1083.03
61142.0, 1.17, 6371.85, 8.77, 7158.76, 1.17, 1084.20
61143.0, 1.17, 6373.03, 8.73, 7167.49, 1.17, 1085.38
61144.0, 1.18, 6374.20, 8.69, 7176.18, 1.18, 1086.55
61145.0, 1.18, 6375.38, 8.66, 7184.84, 1.18, 1087.73
61146.0, 1.18, 6376.57, 8.62, 7193.46, 1.18, 1088.92
61147.0, 1.19, 6377.75, 8.58, 7202.04, 1.19, 1090.10
61148.0, 1.19, 6378.94, 8.54, 7210.58, 1.19, 1091.29
61149.0, 1.19, 6380.14, 8.51, 7219.09, 1.19, 1092.49
61150.0, 1.20, 6381.33, 8.47, 7227.56, 1.20, 1093.68
61151.0, 1.20, 6382.54, 8.43, 7235.99, 1.20, 1094.89
61152.0, 1.21, 6383.74, 8.39, 7244.39, 1.21, 1096.09
61153.0, 6.20, 6389.94, 3.37, 7247.75, 1.21, 1097.30
61154.0, 6.89, 6396.83, 2.64, 7250.39, 1.21, 1098.51
61155.0, 7.47, 6404.30, 2.03, 7252.42, 1.22, 1099.73
61156.0, 7.97, 6412.27, 1.50, 7253.92, 1.22, 1100.95
61157.0, 8.41, 6420.68, 1.02, 7254.95, 1.23, 1102.18
61158.0, 8.83, 6429.52, 0.57, 7255.51, 1.23, 1103.41
61159.0, 9.37, 6438.88, 0.00, 7255.51, 1.23, 1104.64
61160.0, 9.34, 6448.22, 0.00, 7255.51, 1.24, 1105.88
61161.0, 9.31, 6457.53, 0.00, 7255.51, 1.24, 1107.12
61163.0, 9.24, 6466.77, 0.00, 7255.51, 1.25, 1108.37
61164.0, 8.15, 6474.92, 1.06, 7256.58, 1.26, 1109.63
61165.0, 7.22, 6482.15, 1.96, 7258.54, 1.26, 1110.89
61166.0, 6.37, 6488.52, 2.78, 7261.32, 1.26, 1112.15
61167.0, 5.62, 6494.14, 3.51, 7264.82, 1.27, 1113.42
61168.0, 4.95, 6499.09, 4.14, 7268.96, 1.27, 1114.69
61169.0, 4.37, 6503.46, 4.69, 7273.65, 1.28, 1115.97
61170.0, 3.84, 6507.30, 5.19, 7278.85, 1.28, 1117.25
61171.0, 1.29, 6508.59, 7.72, 7286.56, 1.29, 1118.54
61172.0, 1.29, 6509.88, 7.69, 7294.25, 1.29, 1119.83
61173.0, 1.30, 6511.17, 7.65, 7301.90, 1.30, 1121.13
61174.0, 1.30, 6512.47, 7.62, 7309.53, 1.30, 1122.43
61175.0, 1.31, 6513.78, 7.59, 7317.12, 1.31, 1123.73
61176.0, 1.31, 6515.09, 7.56, 7324.68, 1.31, 1125.04
61177.0, 1.31, 6516.40, 7.53, 7332.21, 1.31, 1126.36
61178.0, 1.32, 6517.72, 7.50, 7339.71, 1.32, 1127.68
61179.0, 1.32, 6519.04, 7.47, 7347.18, 1.32, 1129.00
61180.0, 1.33, 6520.37, 7.44, 7354.62, 1.33, 1130.33
61181.0, 1.33, 6521.70, 7.41, 7362.03, 1.33, 1131.66
61182.0, 5.17, 6526.87, 3.56, 7365.59, 1.34, 1132.99
61183.0, 5.70, 6532.57, 3.00, 7368.59, 1.34, 1134.33
61184.0, 6.16, 6538.73, 2.51, 7371.10, 1.34, 1135.68
61185.0, 6.59, 6545.32, 2.06, 7373.16, 1.35, 1137.03
61186.0, 7.02, 6552.34, 1.62, 7374.78, 1.35, 1138.38
61187.0, 7.45, 6559.79, 1.17, 7375.95, 1.36, 1139.73
61188.0, 7.92, 6567.70, 0.68, 7376.63, 1.36, 1141.09
61189.0, 8.58, 6576.28, 0.00, 7376.63, 1.36, 1142.46
61190.0, 8.56, 6584.84, 0.00, 7376.63, 1.37, 1143.82
61192.0, 8.52, 6593.36, 0.00, 7376.63, 1.37, 1145.20
61193.0, 8.51, 6601.87, 0.00, 7376.63, 1.38, 1146.58
61194.0, 7.42, 6609.29, 1.07, 7377.69, 1.38, 1147.96
61195.0, 6.75, 6616.04, 1.73, 7379.43, 1.38, 1149.34
61196.0, 6.15, 6622.19, 2.31, 7381.73, 1.39, 1150.72
61197.0, 5.63, 6627.82, 2.82, 7384.55, 1.39, 1152.11
61198.0, 5.15, 6632.97, 3.29, 7387.84, 1.39, 1153.51
61199.0, 4.70, 6637.67, 3.73, 7391.57, 1.39, 1154.90
61200.0, 4.24, 6641.91, 4.17, 7395.75, 1.40, 1156.29
61201.0, 1.40, 6643.31, 7.01, 7402.75, 1.40, 1157.69
61202.0, 1.40, 6644.71, 7.00, 7409.75, 1.40, 1159.09
61203.0, 1.40, 6646.11, 6.99, 7416.74, 1.40, 1160.49
61204.0, 1.40, 6647.52, 6.98, 7423.71, 1.40, 1161.90
61205.0, 1.40, 6648.92, 6.97, 7430.69, 1.40, 1163.30
61206.0, 1.41, 6650.33, 6.96, 7437.65, 1.41, 1164.71
61207.0, 1.41, 6651.74, 6.96, 7444.61, 1.41, 1166.12
61208.0, 1.41, 6653.14, 6.95, 7451.56, 1.41, 1167.52
61209.0, 1.41, 6654.55, 6.95, 7458.51, 1.41, 1168.93
61210.0, 1.41, 6655.96, 6.95, 7465.45, 1.41, 1170.34
61211.0, 1.41, 6657.37, 6.94, 7472.40, 1.41, 1171.75
61212.0, 4.43, 6661.80, 3.92, 7476.32, 1.41, 1173.16
61213.0, 4.87, 6666.67, 3.49, 7479.81, 1.41, 1174.57
61214.0, 5.31, 6671.98, 3.05, 7482.85, 1.41, 1175.98
61215.0, 5.77, 6677.75, 2.58, 7485.44, 1.41, 1177.39
61216.0, 6.29, 6684.03, 2.07, 7487.51, 1.41, 1178.80
61217.0, 6.87, 6690.90, 1.50, 7489.01, 1.41, 1180.20
61218.0, 7.53, 6698.43, 0.84, 7489.84, 1.41, 1181.61
61219.0, 8.37, 6706.81, 0.00, 7489.84, 1.40, 1183.01
61220.0, 8.38, 6715.19, 0.00, 7489.84, 1.40, 1184.42
61221.0, 8.39, 6723.58, 0.00, 7489.84, 1.40, 1185.82
61223.0, 8.40, 6731.98, 0.00, 7489.84, 1.40, 1187.22
61224.0, 7.67, 6739.65, 0.75, 7490.59, 1.40, 1188.61
61225.0, 7.19, 6746.84, 1.23, 7491.82, 1.39, 1190.01
61226.0, 6.75, 6753.59, 1.69, 7493.51, 1.39, 1191.40
61227.0, 6.31, 6759.90, 2.14, 7495.65, 1.39, 1192.79
61270.0, 1.22, 6761.11, 8.30, 7503.95, 1.22, 1194.00
61271.0, 3.30, 6764.41, 6.25, 7510.20, 1.21, 1195.22
61272.0, 3.93, 6768.35, 5.65, 7515.85, 1.21, 1196.42
61273.0, 4.66, 6773.00, 4.96, 7520.81, 1.20, 1197.63
61274.0, 5.47, 6778.47, 4.17, 7524.98, 1.20, 1198.83
61275.0, 6.38, 6784.85, 3.30, 7528.28, 1.20, 1200.02
61276.0, 7.35, 6792.21, 2.36, 7530.64, 1.19, 1201.21
61277.0, 8.37, 6800.57, 1.38, 7532.02, 1.19, 1202.40
61278.0, 9.78, 6810.35, 0.00, 7532.02, 1.19, 1203.59
61279.0, 9.81, 6820.17, 0.00, 7532.02, 1.18, 1204.77
61281.0, 9.88, 6830.05, 0.00, 7532.02, 1.18, 1205.95
61282.0, 9.92, 6839.97, 0.00, 7532.02, 1.17, 1207.12
61283.0, 9.95, 6849.92, 0.00, 7532.02, 1.17, 1208.29
61284.0, 9.33, 6859.25, 0.65, 7532.67, 1.17, 1209.45
61285.0, 8.76, 6868.01, 1.26, 7533.93, 1.16, 1210.62
61286.0, 8.08, 6876.09, 1.97, 7535.91, 1.16, 1211.78
61287.0, 7.26, 6883.35, 2.83, 7538.74, 1.16, 1212.93
61288.0, 6.29, 6889.63, 3.84, 7542.57, 1.15, 1214.09
61289.0, 1.15, 6890.78, 9.00, 7551.57, 1.15, 1215.24
61290.0, 1.15, 6891.93, 9.04, 7560.61, 1.15, 1216.39
61291.0, 1.15, 6893.08, 9.08, 7569.69, 1.15, 1217.54
61292.0, 1.14, 6894.22, 9.11, 7578.81, 1.14, 1218.68
61293.0, 1.14, 6895.37, 9.15, 7587.96, 1.14, 1219.82
61294.0, 1.14, 6896.51, 9.19, 7597.14, 1.14, 1220.96
61295.0, 1.14, 6897.64, 9.22, 7606.37, 1.14, 1222.10
61296.0, 1.14, 6898.78, 9.26, 7615.63, 1.14, 1223.24
61297.0, 1.13, 6899.91, 9.30, 7624.92, 1.13, 1224.37
61298.0, 1.13, 6901.05, 9.33, 7634.25, 1.13, 1225.50
61299.0, 1.13, 6902.18, 9.37, 7643.62, 1.13, 1226.63
61300.0, 1.13, 6903.30, 9.40, 7653.03, 1.13, 1227.76
61301.0, 3.91, 6907.22, 6.65, 7659.68, 1.13, 1228.89
61302.0, 4.79, 6912.01, 5.81, 7665.49, 1.13, 1230.01
61303.0, 5.74, 6917.74, 4.90, 7670.39, 1.12, 1231.14
61304.0, 6.73, 6924.48, 3.93, 7674.32, 1.12, 1232.26
61305.0, 7.12, 6931.59, 2.95, 7677.27, 0.48, 1232.74
61306.0, 8.14, 6939.74, 1.96, 7679.23, 0.48, 1233.22
61307.0, 9.17, 6948.91, 0.96, 7680.19, 0.48, 1233.70
61308.0, 10.17, 6959.08, 0.00, 7680.19, 0.48, 1234.18
61309.0, 10.20, 6969.28, 0.00, 7680.19, 0.48, 1234.66
61311.0, 10.27, 6979.55, 0.00, 7680.19, 0.48, 1235.14
61312.0, 10.30, 6989.85, 0.00, 7680.19, 0.48, 1235.62
61313.0, 9.74, 6999.59, 0.60, 7680.78, 0.48, 1236.10
61314.0, 8.95, 7008.54, 1.42, 7682.20, 0.48, 1236.57
61315.0, 8.02, 7016.57, 2.38, 7684.58, 0.48, 1237.05
61316.0, 6.96, 7023.53, 3.48, 7688.06, 0.48, 1237.53
61317.0, 5.82, 7029.34, 4.65, 7692.71, 0.48, 1238.00
61318.0, 0.48, 7029.82, 10.03, 7702.74, 0.48, 1238.48
61319.0, 0.48, 7030.29, 10.06, 7712.80, 0.48, 1238.96
61320.0, 0.48, 7030.77, 10.09, 7722.89, 0.48, 1239.43
61321.0, 0.48, 7031.25, 10.12, 7733.01, 0.48, 1239.91
61322.0, 0.48, 7031.72, 10.16, 7743.17, 0.48, 1240.38
61323.0, 0.48, 7032.20, 10.19, 7753.36, 0.48, 1240.86
61324.0, 0.48, 7032.67, 10.22, 7763.58, 0.48, 1241.34
61325.0, 0.48, 7033.15, 10.25, 7773.83, 0.48, 1241.81
61326.0, 0.48, 7033.62, 10.28, 7784.12, 0.48, 1242.29
61327.0, 0.48, 7034.10, 10.32, 7794.43, 0.48, 1242.76
61328.0, 0.48, 7034.58, 10.35, 7804.78, 0.48, 1243.24
61329.0, 0.48, 7035.05, 10.38, 7815.16, 0.48, 1243.71
61330.0, 3.50, 7038.55, 7.38, 7822.54, 0.48, 1244.19
61331.0, 4.47, 7043.02, 6.45, 7828.99, 0.48, 1244.67
61332.0, 5.46, 7048.48, 5.48, 7834.47, 0.48, 1245.14
61333.0, 6.47, 7054.95, 4.51, 7838.98, 0.48, 1245.62
61334.0, 7.48, 7062.43, 3.53, 7842.51, 0.48, 1246.10
61335.0, 8.49, 7070.92, 2.54, 7845.05, 0.48, 1246.57
61336.0, 9.52, 7080.44, 1.54, 7846.59, 0.48, 1247.05
61337.0, 10.60, 7091.04, 0.50, 7847.09, 0.48, 1247.53
61339.0, 11.15, 7102.19, 0.00, 7847.09, 0.48, 1248.01
61340.0, 11.18, 7113.36, 0.00, 7847.09, 0.48, 1248.49
61341.0, 11.21, 7124.57, 0.00, 7847.09, 0.48, 1248.97
61342.0, 10.48, 7135.05, 0.75, 7847.84, 0.48, 1249.45
61343.0, 9.43, 7144.48, 1.83, 7849.68, 0.48, 1249.93
61344.0, 8.28, 7152.76, 3.01, 7852.68, 0.48, 1250.41
61345.0, 7.11, 7159.88, 4.20, 7856.88, 0.48, 1250.89
61346.0, 5.97, 7165.85, 5.37, 7862.25, 0.48, 1251.37
61347.0, 0.48, 7166.33, 10.89, 7873.14, 0.48, 1251.85
61348.0, 0.48, 7166.81, 10.91, 7884.05, 0.48, 1252.34
61349.0, 0.48, 7167.30, 10.94, 7894.99, 0.48, 1252.82
61350.0, 0.48, 7167.78, 10.96, 7905.95, 0.48, 1253.30
61351.0, 0.48, 7168.26, 10.99, 7916.94, 0.48, 1253.79
61352.0, 0.49, 7168.75, 11.01, 7927.95, 0.49, 1254.27
61353.0, 0.49, 7169.24, 11.03, 7938.98, 0.49, 1254.76
61354.0, 0.49, 7169.72, 11.06, 7950.03, 0.49, 1255.25
61355.0, 0.49, 7170.21, 11.08, 7961.11, 0.49, 1255.73
61356.0, 0.49, 7170.70, 11.10, 7972.21, 0.49, 1256.22
61357.0, 0.49, 7171.18, 11.12, 7983.34, 0.49, 1256.71
61358.0, 0.49, 7171.67, 11.14, 7994.48, 0.49, 1257.20
61359.0, 0.49, 7172.16, 11.17, 8005.65, 0.49, 1257.69
61360.0, 4.64, 7176.80, 7.04, 8012.69, 0.49, 1258.18
61361.0, 5.61, 7182.41, 6.09, 8018.77, 0.49, 1258.67
61362.0, 6.59, 7189.00, 5.13, 8023.90, 0.49, 1259.16
61363.0, 7.57, 7196.57, 4.16, 8028.07, 0.49, 1259.65
61364.0, 8.59, 7205.16, 3.17, 8031.24, 0.49, 1260.14
61365.0, 9.65, 7214.81, 2.12, 8033.36, 0.49, 1260.64
61366.0, 10.79, 7225.60, 1.01, 8034.37, 0.49, 1261.13
61367.0, 11.81, 7237.41, 0.00, 8034.37, 0.49, 1261.62
61368.0, 11.83, 7249.24, 0.00, 8034.37, 0.49, 1262.12
61370.0, 11.86, 7261.10, 0.00, 8034.37, 0.50, 1262.61
61371.0, 10.93, 7272.03, 0.95, 8035.32, 0.50, 1263.11
61372.0, 9.71, 7281.74, 2.18, 8037.50, 0.50, 1263.61
61373.0, 8.52, 7290.26, 3.39, 8040.89, 0.50, 1264.11
61374.0, 7.38, 7297.64, 4.54, 8045.44, 0.50, 1264.60
61375.0, 6.31, 7303.95, 5.63, 8051.07, 0.50, 1265.10
61376.0, 5.28, 7309.23, 6.67, 8057.73, 0.50, 1265.60
61377.0, 0.50, 7309.73, 11.46, 8069.20, 0.50, 1266.10
61378.0, 0.50, 7310.23, 11.47, 8080.67, 0.50, 1266.60
61379.0, 0.50, 7310.73, 11.48, 8092.15, 0.50, 1267.10
61380.0, 0.50, 7311.23, 11.49, 8103.65, 0.50, 1267.61
61381.0, 0.50, 7311.73, 11.50, 8115.15, 0.50, 1268.11
61382.0, 0.50, 7312.24, 11.51, 8126.67, 0.50, 1268.61
61383.0, 0.50, 7312.74, 11.52, 8138.19, 0.50, 1269.11
61384.0, 0.50, 7313.24, 11.53, 8149.72, 0.50, 1269.61
61385.0, 0.50, 7313.74, 11.54, 8161.26, 0.50, 1270.12
61386.0, 0.50, 7314.25, 11.54, 8172.80, 0.50, 1270.62
61387.0, 0.50, 7314.75, 11.55, 8184.35, 0.50, 1271.12
61388.0, 0.50, 7315.26, 11.55, 8195.90, 0.50, 1271.63
61389.0, 0.50, 7315.76, 11.56, 8207.46, 0.50, 1272.13
61390.0, 5.39, 7321.15, 6.68, 8214.14, 0.50, 1272.64
61391.0, 6.35, 7327.50, 5.72, 8219.86, 0.50, 1273.14
61392.0, 7.34, 7334.84, 4.73, 8224.59, 0.50, 1273.64
61393.0, 8.39, 7343.23, 3.69, 8228.28, 0.50, 1274.15
61394.0, 9.51, 7352.74, 2.57, 8230.85, 0.50, 1274.65
61395.0, 10.70, 7363.44, 1.38, 8232.22, 0.50, 1275.16
61396.0, 12.08, 7375.52, 0.00, 8232.22, 0.50, 1275.66
61397.0, 12.08, 7387.59, 0.00, 8232.22, 0.50, 1276.17
61399.0, 12.07, 7399.67, 0.00, 8232.22, 0.50, 1276.67
61400.0, 11.17, 7410.84, 0.90, 8233.12, 0.50, 1277.18
61401.0, 9.95, 7420.79, 2.12, 8235.24, 0.50, 1277.68
61402.0, 8.80, 7429.58, 3.27, 8238.51, 0.50, 1278.18
61403.0, 7.71, 7437.29, 4.35, 8242.86, 0.50, 1278.69
61404.0, 6.67, 7443.97, 5.38, 8248.24, 0.50, 1279.19
61405.0, 5.66, 7449.63, 6.39, 8254.63, 0.50, 1279.69
