mjd, bright, cum_bright, dark, cum_dark
60850.0, 0.00, 3111.99, 11.37, 4497.23
60851.0, 0.00, 3111.99, 11.37, 4508.60
60852.0, 0.00, 3111.99, 11.37, 4519.97
60853.0, 0.00, 3111.99, 11.36, 4531.33
60854.0, 0.00, 3111.99, 11.36, 4542.69
60855.0, 0.00, 3111.99, 11.36, 4554.05
60856.0, 0.00, 3111.99, 11.35, 4565.40
60857.0, 0.00, 3111.99, 11.35, 4576.75
60858.0, 5.18, 3117.18, 6.16, 4582.91
60859.0, 6.07, 3123.24, 5.27, 4588.19
60860.0, 6.95, 3130.20, 4.38, 4592.56
60861.0, 7.86, 3138.06, 3.46, 4596.03
60862.0, 8.80, 3146.86, 2.52, 4598.55
60863.0, 9.75, 3156.61, 1.56, 4600.11
60864.0, 10.70, 3167.31, 0.60, 4600.71
60865.0, 11.30, 3178.60, 0.00, 4600.71
60866.0, 11.29, 3189.89, 0.00, 4600.71
60869.0, 10.51, 3200.40, 0.75, 4601.47
60870.0, 9.46, 3209.86, 1.79, 4603.26
60871.0, 8.42, 3218.28, 2.82, 4606.07
60872.0, 7.39, 3225.67, 3.84, 4609.91
60873.0, 6.34, 3232.00, 4.88, 4614.79
60874.0, 5.25, 3237.26, 5.95, 4620.74
60875.0, 0.00, 3237.26, 11.19, 4631.92
60876.0, 0.00, 3237.26, 11.18, 4643.10
60877.0, 0.00, 3237.26, 11.16, 4654.27
60878.0, 0.00, 3237.26, 11.15, 4665.42
60879.0, 0.00, 3237.26, 11.14, 4676.55
60880.0, 0.00, 3237.26, 11.12, 4687.67
60881.0, 0.00, 3237.26, 11.11, 4698.78
60882.0, 0.00, 3237.26, 11.09, 4709.87
60883.0, 0.00, 3237.26, 11.08, 4720.95
60884.0, 0.00, 3237.26, 11.06, 4732.01
60885.0, 0.00, 3237.26, 11.04, 4743.05
60886.0, 0.00, 3237.26, 11.03, 4754.08
60887.0, 4.60, 3241.86, 6.41, 4760.48
60888.0, 5.51, 3247.37, 5.49, 4765.97
60889.0, 6.43, 3253.80, 4.55, 4770.52
60890.0, 7.37, 3261.17, 3.58, 4774.10
60891.0, 8.32, 3269.49, 2.62, 4776.72
60892.0, 9.25, 3278.75, 1.67, 4778.38
60893.0, 10.13, 3288.88, 0.77, 4779.15
60894.0, 10.88, 3299.76, 0.00, 4779.15
60895.0, 10.86, 3310.62, 0.00, 4779.15
60896.0, 10.84, 3321.47, 0.00, 4779.15
60899.0, 9.28, 3330.75, 1.50, 4780.65
60900.0, 8.21, 3338.95, 2.55, 4783.20
60901.0, 7.11, 3346.07, 3.63, 4786.83
60902.0, 5.98, 3352.05, 4.73, 4791.56
60903.0, 4.82, 3356.87, 5.87, 4797.43
60904.0, 3.65, 3360.52, 7.02, 4804.46
60905.0, 0.00, 3360.52, 10.65, 4815.11
60906.0, 0.00, 3360.52, 10.63, 4825.73
60907.0, 0.00, 3360.52, 10.60, 4836.34
60908.0, 0.00, 3360.52, 10.58, 4846.92
60909.0, 0.00, 3360.52, 10.56, 4857.48
60910.0, 0.00, 3360.52, 10.53, 4868.01
60911.0, 0.00, 3360.52, 10.51, 4878.52
60912.0, 0.00, 3360.52, 10.49, 4889.01
60913.0, 0.00, 3360.52, 10.46, 4899.47
60914.0, 0.00, 3360.52, 10.44, 4909.90
60915.0, 0.00, 3360.52, 10.41, 4920.32
60916.0, 0.00, 3360.52, 10.39, 4930.70
60917.0, 4.98, 3365.51, 5.38, 4936.08
60918.0, 5.93, 3371.43, 4.41, 4940.49
60919.0, 6.86, 3378.30, 3.45, 4943.93
60920.0, 7.75, 3386.05, 2.53, 4946.46
60921.0, 8.58, 3394.63, 1.68, 4948.14
60922.0, 9.33, 3403.96, 0.90, 4949.04
60923.0, 10.20, 3414.16, 0.00, 4949.04
60924.0, 10.18, 3424.34, 0.00, 4949.04
60925.0, 10.15, 3434.49, 0.00, 4949.04
60928.0, 8.85, 3443.34, 1.21, 4950.26
60929.0, 7.70, 3451.04, 2.34, 4952.60
60930.0, 6.51, 3457.54, 3.50, 4956.11
60931.0, 5.31, 3462.85, 4.67, 4960.78
60932.0, 4.15, 3467.00, 5.81, 4966.59
60933.0, 3.08, 3470.08, 6.84, 4973.43
60934.0, 0.00, 3470.08, 9.90, 4983.33
60935.0, 0.00, 3470.08, 9.87, 4993.19
60936.0, 0.00, 3470.08, 9.84, 5003.03
60937.0, 0.00, 3470.08, 9.81, 5012.84
60938.0, 0.00, 3470.08, 9.78, 5022.62
60939.0, 0.00, 3470.08, 9.75, 5032.37
60940.0, 0.00, 3470.08, 9.72, 5042.09
60941.0, 0.00, 3470.08, 9.69, 5051.78
60942.0, 0.00, 3470.08, 9.66, 5061.44
60943.0, 0.00, 3470.08, 9.63, 5071.07
60944.0, 0.00, 3470.08, 9.60, 5080.66
60945.0, 0.00, 3470.08, 9.57, 5090.23
60946.0, 0.00, 3470.08, 9.54, 5099.77
60947.0, 5.36, 3475.44, 4.15, 5103.91
60948.0, 6.20, 3481.64, 3.28, 5107.19
60949.0, 6.96, 3488.60, 2.48, 5109.68
60950.0, 7.64, 3496.24, 1.77, 5111.45
60951.0, 8.25, 3504.49, 1.13, 5112.58
60952.0, 8.82, 3513.30, 0.53, 5113.11
60953.0, 9.32, 3522.62, 0.00, 5113.11
60954.0, 9.29, 3531.91, 0.00, 5113.11
60957.0, 8.25, 3540.16, 0.94, 5114.05
60958.0, 7.01, 3547.16, 2.15, 5116.20
60959.0, 5.78, 3552.95, 3.34, 5119.54
60960.0, 4.65, 3557.59, 4.44, 5123.98
60961.0, 3.65, 3561.25, 5.41, 5129.39
60962.0, 2.81, 3564.06, 6.22, 5135.61
60963.0, 0.00, 3564.06, 8.99, 5144.60
60964.0, 0.00, 3564.06, 8.96, 5153.56
60965.0, 0.00, 3564.06, 8.93, 5162.49
60966.0, 0.00, 3564.06, 8.90, 5171.39
60967.0, 0.00, 3564.06, 8.86, 5180.25
60968.0, 0.00, 3564.06, 8.83, 5189.09
60969.0, 0.00, 3564.06, 8.80, 5197.88
60970.0, 0.00, 3564.06, 8.77, 5206.65
60971.0, 0.00, 3564.06, 8.73, 5215.38
60972.0, 0.00, 3564.06, 8.70, 5224.08
60973.0, 0.00, 3564.06, 8.67, 5232.75
60974.0, 0.00, 3564.06, 8.64, 5241.38
60975.0, 0.00, 3564.06, 8.60, 5249.99
60976.0, 0.00, 3564.06, 8.57, 5258.56
60977.0, 5.21, 3569.27, 3.32, 5261.88
60978.0, 5.83, 3575.10, 2.68, 5264.56
60979.0, 6.39, 3581.49, 2.09, 5266.64
60980.0, 6.91, 3588.40, 1.53, 5268.17
60981.0, 7.43, 3595.83, 0.98, 5269.15
60982.0, 7.96, 3603.78, 0.42, 5269.58
60983.0, 8.35, 3612.13, 0.00, 5269.58
60984.0, 8.32, 3620.44, 0.00, 5269.58
60987.0, 6.46, 3626.90, 1.76, 5271.34
60988.0, 5.37, 3632.27, 2.83, 5274.17
60989.0, 4.44, 3636.71, 3.72, 5277.89
60990.0, 3.67, 3640.38, 4.46, 5282.36
60991.0, 3.03, 3643.41, 5.07, 5287.43
60992.0, 2.48, 3645.89, 5.60, 5293.02
60993.0, 0.00, 3645.89, 8.05, 5301.07
60994.0, 0.00, 3645.89, 8.02, 5309.09
60995.0, 0.00, 3645.89, 7.99, 5317.08
60996.0, 0.00, 3645.89, 7.96, 5325.04
60997.0, 0.00, 3645.89, 7.94, 5332.97
60998.0, 0.00, 3645.89, 7.91, 5340.88
60999.0, 0.00, 3645.89, 7.88, 5348.76
61000.0, 0.00, 3645.89, 7.86, 5356.62
61001.0, 0.00, 3645.89, 7.83, 5364.45
61002.0, 0.00, 3645.89, 7.81, 5372.26
61003.0, 0.00, 3645.89, 7.78, 5380.04
61004.0, 0.00, 3645.89, 7.76, 5387.80
61005.0, 0.00, 3645.89, 7.74, 5395.54
61006.0, 3.92, 3649.81, 3.79, 5399.34
61007.0, 4.44, 3654.25, 3.26, 5402.59
61008.0, 4.93, 3659.18, 2.74, 5405.33
61009.0, 5.43, 3664.61, 2.22, 5407.56
61010.0, 5.96, 3670.57, 1.67, 5409.23
61011.0, 6.55, 3677.12, 1.06, 5410.29
61012.0, 7.60, 3684.72, 0.00, 5410.29
61013.0, 7.58, 3692.31, 0.00, 5410.29
61016.0, 6.50, 3698.80, 1.04, 5411.33
61017.0, 5.64, 3704.44, 1.88, 5413.21
61018.0, 4.94, 3709.38, 2.57, 5415.79
61019.0, 4.35, 3713.73, 3.15, 5418.94
61020.0, 3.84, 3717.56, 3.65, 5422.59
61021.0, 3.37, 3720.93, 4.11, 5426.70
61022.0, 2.92, 3723.85, 4.55, 5431.25
61023.0, 0.00, 3723.85, 7.46, 5438.71
61024.0, 0.00, 3723.85, 7.45, 5446.17
61025.0, 0.00, 3723.85, 7.45, 5453.61
61026.0, 0.00, 3723.85, 7.44, 5461.06
61027.0, 0.00, 3723.85, 7.44, 5468.50
61028.0, 0.00, 3723.85, 7.44, 5475.93
61029.0, 0.00, 3723.85, 7.43, 5483.37
61030.0, 0.00, 3723.85, 7.43, 5490.80
61031.0, 0.00, 3723.85, 7.43, 5498.24
61032.0, 0.00, 3723.85, 7.44, 5505.67
61033.0, 0.00, 3723.85, 7.44, 5513.11
61036.0, 3.12, 3726.98, 4.33, 5517.43
61037.0, 3.63, 3730.61, 3.83, 5521.26
61038.0, 4.18, 3734.79, 3.28, 5524.54
61039.0, 4.81, 3739.60, 2.66, 5527.20
61040.0, 5.56, 3745.16, 1.92, 5529.12
61041.0, 6.46, 3751.62, 1.03, 5530.15
61042.0, 7.50, 3759.12, 0.00, 5530.15
61043.0, 7.51, 3766.63, 0.00, 5530.15
61046.0, 6.69, 3773.32, 0.87, 5531.01
61047.0, 6.14, 3779.46, 1.43, 5532.44
61048.0, 5.65, 3785.11, 1.93, 5534.38
61049.0, 5.20, 3790.31, 2.40, 5536.78
61050.0, 4.75, 3795.06, 2.87, 5539.65
61051.0, 4.29, 3799.35, 3.35, 5543.00
61052.0, 0.00, 3799.35, 7.66, 5550.65
61053.0, 0.00, 3799.35, 7.68, 5558.33
61054.0, 0.00, 3799.35, 7.70, 5566.03
61055.0, 0.00, 3799.35, 7.72, 5573.75
61056.0, 0.00, 3799.35, 7.74, 5581.49
61057.0, 0.00, 3799.35, 7.77, 5589.26
61058.0, 0.00, 3799.35, 7.79, 5597.05
61059.0, 0.00, 3799.35, 7.81, 5604.86
61060.0, 0.00, 3799.35, 7.84, 5612.70
61061.0, 0.00, 3799.35, 7.86, 5620.56
61062.0, 0.00, 3799.35, 7.89, 5628.45
61063.0, 0.00, 3799.35, 7.92, 5636.37
61064.0, 0.00, 3799.35, 7.94, 5644.31
61065.0, 2.28, 3801.63, 5.69, 5650.00
61066.0, 2.88, 3804.50, 5.12, 5655.13
61067.0, 3.57, 3808.07, 4.46, 5659.58
61068.0, 4.39, 3812.46, 3.67, 5663.25
61069.0, 5.36, 3817.82, 2.73, 5665.98
61070.0, 6.46, 3824.28, 1.66, 5667.63
61071.0, 7.64, 3831.91, 0.51, 5668.14
61072.0, 8.17, 3840.08, 0.00, 5668.14
61075.0, 8.27, 3848.35, 0.00, 5668.14
61076.0, 7.69, 3856.04, 0.60, 5668.75
61077.0, 7.24, 3863.28, 1.09, 5669.84
61078.0, 6.77, 3870.05, 1.59, 5671.42
61079.0, 6.29, 3876.34, 2.10, 5673.53
61080.0, 5.75, 3882.10, 2.67, 5676.20
61081.0, 5.15, 3887.25, 3.30, 5679.50
61082.0, 0.00, 3887.25, 8.49, 5687.99
61083.0, 0.00, 3887.25, 8.52, 5696.51
61084.0, 0.00, 3887.25, 8.55, 5705.07
61085.0, 0.00, 3887.25, 8.59, 5713.65
61086.0, 0.00, 3887.25, 8.62, 5722.27
61087.0, 0.00, 3887.25, 8.65, 5730.93
61088.0, 0.00, 3887.25, 8.69, 5739.61
61089.0, 0.00, 3887.25, 8.72, 5748.33
61090.0, 0.00, 3887.25, 8.75, 5757.08
61091.0, 0.00, 3887.25, 8.79, 5765.87
61092.0, 0.00, 3887.25, 8.82, 5774.69
61093.0, 0.00, 3887.25, 8.85, 5783.54
61094.0, 0.00, 3887.25, 8.88, 5792.42
61095.0, 2.76, 3890.01, 6.16, 5798.58
61096.0, 3.67, 3893.67, 5.28, 5803.87
61097.0, 4.70, 3898.38, 4.28, 5808.15
61098.0, 5.83, 3904.21, 3.18, 5811.33
61099.0, 7.00, 3911.21, 2.05, 5813.38
61100.0, 8.14, 3919.35, 0.94, 5814.32
61101.0, 9.12, 3928.47, 0.00, 5814.32
61102.0, 9.15, 3937.62, 0.00, 5814.32
61103.0, 9.18, 3946.80, 0.00, 5814.32
61106.0, 8.71, 3955.51, 0.57, 5814.89
61107.0, 8.19, 3963.69, 1.13, 5816.02
61108.0, 7.60, 3971.30, 1.74, 5817.76
61109.0, 6.95, 3978.24, 2.43, 5820.19
61110.0, 6.20, 3984.45, 3.21, 5823.39
61111.0, 5.37, 3989.81, 4.07, 5827.47
61112.0, 0.00, 3989.81, 9.47, 5836.94
61113.0, 0.00, 3989.81, 9.50, 5846.44
61114.0, 0.00, 3989.81, 9.53, 5855.98
61115.0, 0.00, 3989.81, 9.57, 5865.54
61116.0, 0.00, 3989.81, 9.60, 5875.14
61117.0, 0.00, 3989.81, 9.63, 5884.77
61118.0, 0.00, 3989.81, 9.66, 5894.43
61119.0, 0.00, 3989.81, 9.69, 5904.12
61120.0, 0.00, 3989.81, 9.72, 5913.84
61121.0, 0.00, 3989.81, 9.75, 5923.59
61122.0, 0.00, 3989.81, 9.78, 5933.37
61123.0, 0.00, 3989.81, 9.81, 5943.18
61124.0, 3.15, 3992.96, 6.70, 5949.88
61125.0, 4.25, 3997.21, 5.62, 5955.50
61126.0, 5.39, 4002.60, 4.51, 5960.00
61127.0, 6.53, 4009.13, 3.40, 5963.41
61128.0, 7.61, 4016.74, 2.35, 5965.75
61129.0, 8.65, 4025.39, 1.34, 5967.09
61130.0, 10.02, 4035.41, 0.00, 5967.09
61131.0, 10.04, 4045.45, 0.00, 5967.09
61134.0, 10.13, 4055.58, 0.00, 5967.09
61135.0, 10.16, 4065.74, 0.00, 5967.09
61136.0, 9.29, 4075.03, 0.89, 5967.98
61137.0, 8.58, 4083.61, 1.64, 5969.62
61138.0, 7.78, 4091.38, 2.46, 5972.08
61139.0, 6.90, 4098.28, 3.37, 5975.45
61140.0, 5.96, 4104.24, 4.33, 5979.78
61141.0, 4.99, 4109.23, 5.33, 5985.11
61142.0, 0.00, 4109.23, 10.34, 5995.45
61143.0, 0.00, 4109.23, 10.37, 6005.82
61144.0, 0.00, 4109.23, 10.40, 6016.22
61145.0, 0.00, 4109.23, 10.42, 6026.64
61146.0, 0.00, 4109.23, 10.45, 6037.09
61147.0, 0.00, 4109.23, 10.47, 6047.56
61148.0, 0.00, 4109.23, 10.50, 6058.06
61149.0, 0.00, 4109.23, 10.52, 6068.58
61150.0, 0.00, 4109.23, 10.55, 6079.12
61151.0, 0.00, 4109.23, 10.57, 6089.69
61152.0, 0.00, 4109.23, 10.59, 6100.29
61153.0, 3.74, 4112.97, 6.88, 6107.17
61154.0, 4.88, 4117.85, 5.76, 6112.93
61155.0, 5.98, 4123.83, 4.68, 6117.61
61156.0, 7.02, 4130.84, 3.67, 6121.28
61157.0, 8.01, 4138.85, 2.70, 6123.98
61158.0, 8.96, 4147.82, 1.76, 6125.74
61159.0, 9.91, 4157.73, 0.84, 6126.59
61160.0, 10.77, 4168.50, 0.00, 6126.59
61161.0, 10.79, 4179.29, 0.00, 6126.59
61164.0, 10.86, 4190.15, 0.00, 6126.59
61165.0, 10.10, 4200.24, 0.78, 6127.36
61166.0, 9.25, 4209.49, 1.65, 6129.01
61167.0, 8.33, 4217.82, 2.58, 6131.59
61168.0, 7.39, 4225.21, 3.54, 6135.14
61169.0, 6.43, 4231.64, 4.52, 6139.66
61170.0, 5.47, 4237.11, 5.50, 6145.16
61171.0, 0.00, 4237.11, 10.99, 6156.15
61172.0, 0.00, 4237.11, 11.01, 6167.15
61173.0, 0.00, 4237.11, 11.02, 6178.18
61174.0, 0.00, 4237.11, 11.04, 6189.22
61175.0, 0.00, 4237.11, 11.06, 6200.27
61176.0, 0.00, 4237.11, 11.07, 6211.35
61177.0, 0.00, 4237.11, 11.09, 6222.43
61178.0, 0.00, 4237.11, 11.10, 6233.54
61179.0, 0.00, 4237.11, 11.12, 6244.66
61180.0, 0.00, 4237.11, 11.13, 6255.79
61181.0, 0.00, 4237.11, 11.15, 6266.94
61182.0, 0.00, 4237.11, 11.16, 6278.10
61183.0, 5.17, 4242.28, 6.00, 6284.10
61184.0, 6.18, 4248.46, 5.01, 6289.11
61185.0, 7.14, 4255.60, 4.06, 6293.17
61186.0, 8.07, 4263.67, 3.14, 6296.31
61187.0, 9.00, 4272.67, 2.22, 6298.53
61188.0, 9.94, 4282.61, 1.30, 6299.83
61189.0, 11.25, 4293.86, 0.00, 6299.83
61190.0, 11.26, 4305.11, 0.00, 6299.83
61193.0, 11.29, 4316.40, 0.00, 6299.83
61194.0, 10.65, 4327.05, 0.65, 6300.48
61195.0, 9.71, 4336.75, 1.59, 6302.08
61196.0, 8.76, 4345.51, 2.55, 6304.63
61197.0, 7.81, 4353.32, 3.51, 6308.14
61198.0, 6.86, 4360.18, 4.46, 6312.61
61199.0, 5.91, 4366.10, 5.42, 6318.02
61200.0, 4.95, 4371.04, 6.39, 6324.41
61201.0, 0.00, 4371.04, 11.34, 6335.76
61202.0, 0.00, 4371.04, 11.35, 6347.11
61203.0, 0.00, 4371.04, 11.35, 6358.46
61204.0, 0.00, 4371.04, 11.36, 6369.82
61205.0, 0.00, 4371.04, 11.36, 6381.18
61206.0, 0.00, 4371.04, 11.36, 6392.54
61207.0, 0.00, 4371.04, 11.37, 6403.91
61208.0, 0.00, 4371.04, 11.37, 6415.28
61209.0, 0.00, 4371.04, 11.37, 6426.65
61210.0, 0.00, 4371.04, 11.37, 6438.02
61211.0, 0.00, 4371.04, 11.37, 6449.40
61212.0, 5.02, 4376.06, 6.35, 6455.75
61213.0, 5.97, 4382.04, 5.40, 6461.15
61214.0, 6.91, 4388.95, 4.47, 6465.61
61215.0, 7.84, 4396.78, 3.54, 6469.15
61216.0, 8.77, 4405.55, 2.60, 6471.75
61217.0, 9.71, 4415.27, 1.65, 6473.40
61218.0, 10.65, 4425.92, 0.71, 6474.12
61219.0, 11.36, 4437.28, 0.00, 6474.12
61220.0, 11.36, 4448.64, 0.00, 6474.12
61223.0, 11.35, 4459.98, 0.00, 6474.12
61224.0, 10.00, 4469.98, 1.34, 6475.46
61225.0, 9.04, 4479.02, 2.29, 6477.75
61226.0, 8.10, 4487.12, 3.23, 6480.98
61227.0, 7.15, 4494.28, 4.17, 6485.15
61228.0, 6.18, 4500.45, 5.14, 6490.29
61229.0, 5.16, 4505.61, 6.15, 6496.43
61230.0, 0.00, 4505.61, 11.30, 6507.73
61231.0, 0.00, 4505.61, 11.29, 6519.02
61232.0, 0.00, 4505.61, 11.28, 6530.30
61233.0, 0.00, 4505.61, 11.27, 6541.57
61234.0, 0.00, 4505.61, 11.26, 6552.83
61235.0, 0.00, 4505.61, 11.25, 6564.08
61236.0, 0.00, 4505.61, 11.24, 6575.32
61237.0, 0.00, 4505.61, 11.23, 6586.55
61238.0, 0.00, 4505.61, 11.22, 6597.77
61239.0, 0.00, 4505.61, 11.21, 6608.97
61240.0, 0.00, 4505.61, 11.19, 6620.17
61241.0, 4.59, 4510.20, 6.59, 6626.76
61242.0, 5.53, 4515.73, 5.63, 6632.39
61243.0, 6.48, 4522.21, 4.68, 6637.07
61244.0, 7.42, 4529.64, 3.71, 6640.78
61245.0, 8.37, 4538.00, 2.76, 6643.54
61246.0, 9.28, 4547.28, 1.83, 6645.37
61247.0, 10.15, 4557.43, 0.94, 6646.31
61248.0, 11.08, 4568.51, 0.00, 6646.31
61249.0, 11.06, 4579.58, 0.00, 6646.31
61250.0, 11.05, 4590.62, 0.00, 6646.31
61253.0, 10.04, 4600.67, 0.95, 6647.27
61254.0, 9.08, 4609.75, 1.90, 6649.16
61255.0, 8.11, 4617.86, 2.85, 6652.01
61256.0, 7.11, 4624.97, 3.84, 6655.85
61257.0, 6.05, 4631.02, 4.87, 6660.72
61258.0, 4.95, 4635.97, 5.96, 6666.68
61259.0, 3.79, 4639.76, 7.10, 6673.77
61260.0, 0.00, 4639.76, 10.87, 6684.64
61261.0, 0.00, 4639.76, 10.85, 6695.49
61262.0, 0.00, 4639.76, 10.83, 6706.32
61263.0, 0.00, 4639.76, 10.81, 6717.12
